sample_id,clim_precip,clim_temp,soil_texture,topo_elevation,topo_slope
819,0.1249274549074185,290.9587290566084,8,53,2.237056
820,0.1079611862123213,289.0818065525572,8,198,2.4698877
821,0.1247805927088645,290.9295484556913,7,54,0.92740995
822,0.1257256080255575,291.03206501339275,8,51,1.1172862
823,0.1177431639304316,290.43885708074424,8,58,2.1717339
824,0.122307678064517,291.4893806011799,8,34,0.92740995
825,0.1121108437435738,290.1217698235449,8,67,2.7802885
826,0.1255560009501413,291.15163648130584,8,47,2.163063
827,0.1183936111748119,290.4888197683881,8,76,3.3881488
828,0.1254768436000909,291.14071757518343,8,43,0.0
829,0.1169360783900775,290.3873098597235,8,67,0.92740995
830,0.1251837435361905,291.0962016546758,8,43,2.4154258
831,0.1098173180697112,289.6589861961943,7,73,0.92740995
832,0.1127071045386485,290.0363328637519,7,63,1.1399599
833,0.1120796511410559,289.73523971373066,8,68,1.8543341
834,0.1123031801692904,289.7523582294212,7,67,2.4639723
835,0.1117158974179886,289.7578371643417,8,76,2.4633985
836,0.113969815192243,290.20878497395074,8,66,0.0
837,0.1113115522429373,289.3212846712407,8,118,3.8767662
838,0.125695155022131,291.17819034161687,7,42,1.4492321
839,0.1187162639992273,290.5128532779256,5,57,2.2593977
840,0.1220142370589019,290.82697051453687,8,54,1.8543341
841,0.1220031572919791,290.8774264632156,7,46,1.8543341
842,0.1189495629576401,290.5050711782691,8,56,2.4411044
843,0.1242405572135392,290.9182119220719,4,52,2.9967449
844,0.1151201342551219,290.2921902617689,8,72,3.872214
845,0.1093808342359461,289.4191891597486,8,82,4.7653303
846,0.118933612487976,290.51327828701494,8,63,3.385707
847,0.1116424780303047,290.0855444037418,8,189,2.175225
848,0.1089042156563066,289.2925775857648,8,141,2.1784492
849,0.1234469442252047,290.8191691454048,8,60,0.92740995
850,0.123100139472321,291.18899762946063,8,38,2.8955123
851,0.1244858561534771,291.2319247485046,8,38,0.92740995
852,0.1219073469533022,290.6867172891684,8,54,1.1257627
853,0.1220027435913727,290.69462678118856,8,56,1.4582924
854,0.119447818239609,290.5338456157885,8,56,1.1290493
855,0.1227713379980166,291.0621411130469,7,40,3.4710515
856,0.124345048495645,291.04669966405424,4,47,2.1643033
857,0.111873970397081,289.5892352809808,8,70,2.1779628
858,0.1177483669484236,290.44800336534047,8,63,0.92740995
859,0.1228227181253576,291.0229797820943,8,45,1.1172826
860,0.1147651720979067,290.25537836334524,7,59,5.020258
861,0.1115770947988144,289.9531366641395,7,68,1.4695528
862,0.1108751080359858,290.02964292199755,8,181,1.8543341
863,0.1219020931150163,290.7351536484253,5,50,3.495499
864,0.1220931146604086,290.8577965230233,5,47,2.9972987
865,0.1229741820978565,291.2154605652315,8,40,0.92740995
866,0.1134475090852589,290.1960696305978,5,64,0.0
867,0.1222494067567521,290.7047081630653,8,56,1.4580956
868,0.1220161796057275,290.71091238459456,5,53,3.3725052
869,0.1222828083983739,291.1640795930737,8,36,1.8543341
870,0.1079392991023916,289.0904910783139,8,180,12.529479
871,0.1097574303017624,289.41944677832714,9,74,0.92740995
872,0.1157260484519165,290.32842792546035,8,82,1.1343551
873,0.1080956557661403,289.1436685367312,8,154,3.7047918
874,0.1257754788073284,291.1279739025624,8,47,0.92740995
875,0.1103034689098656,289.5317034998453,8,73,1.1428658
876,0.1278669508440399,291.1863614980694,8,70,1.4492625
877,0.1226796395977866,290.7217665989033,8,60,3.370892
878,0.1077362047496017,289.0064829942106,8,195,3.0064173
879,0.1104698432372711,289.31961585989194,7,71,0.0
880,0.1093448784996723,289.5447755615429,8,90,5.6625013
881,0.1212022081194664,290.64981926341545,8,54,0.92740995
882,0.1240235561141175,290.87137959768296,8,56,0.0
883,0.1214270161115692,290.6758981289448,8,68,4.8604736
884,0.1194889517376624,290.55270132941445,8,66,1.4609103
885,0.1178567922938079,290.45616392477496,8,75,0.92740995
886,0.122261258470852,290.84969558486955,8,46,1.8543341
887,0.1103255058908836,289.20413336967954,7,71,1.8543341
888,0.1127934527230524,290.14374834517406,8,119,4.6273675
889,0.1240899712587326,290.8763801227644,8,55,2.424711
890,0.1117684811191147,289.93462159898644,8,74,5.328268
891,0.1195761756936854,290.55943079971007,8,71,1.4608135
892,0.1224711600864288,290.70963477765025,8,47,1.4579422
893,0.1231508828324439,291.1588790711212,4,39,1.4492735
894,0.1092531222278648,288.1947720495954,9,85,1.4797575
895,0.1174035276710925,290.4245015193767,8,62,1.4630827
896,0.1157976972807153,290.31885710327845,7,72,0.0
897,0.1202533259773408,290.5914531662996,8,57,2.4379408
898,0.1243912837148127,291.1924384544543,8,42,3.4623487
899,0.1194250695929289,290.53688174640376,8,69,1.4601837
900,0.1220154162960678,290.7783974867966,8,49,1.8543341
901,0.1207012084188471,290.6266785774512,8,59,1.1272689
902,0.1119473120906184,290.0802911901497,8,69,3.8744044
903,0.1111149522051947,289.3785508824218,8,101,1.8543341
904,0.114090424639026,290.2223191170469,8,70,0.0
905,0.1228415930396372,290.73852875199566,8,59,0.92740995
906,0.1075743637479878,288.9656485026484,8,194,8.429936
907,0.1222487405933678,290.72129638482045,8,55,0.92740995
908,0.1199321686534622,290.5682201335617,8,53,2.4387805
909,0.1218855652954997,290.8931781890052,8,46,3.4834054
910,0.1127212378526974,290.14768337512146,8,81,1.1388797
911,0.1223551773612066,290.73887724398344,8,55,3.8444552
912,0.1248297275312877,291.1032899075924,8,47,4.8214602
913,0.1213012178249302,290.6317920550846,8,67,0.92740995
914,0.1240954361708459,290.8846539045633,8,57,2.1663334
915,0.1117387739249377,289.3681564968453,8,73,3.553543
916,0.1166140294709325,290.3806954930993,8,66,1.4640257
917,0.112904439078384,290.07261732470386,7,65,1.8543341
918,0.1107512734135801,289.3918184371297,8,72,2.7802885
919,0.125591432280404,291.07365885844666,8,47,1.1163527
920,0.1167066658474449,290.37415731963034,8,55,1.4634658
921,0.1189348112639414,290.49611363158715,8,54,0.0
922,0.1189936474963587,290.5084642989428,8,56,0.92740995
923,0.1172057293736218,290.398953925735,8,60,1.4629254
924,0.1204321906801833,290.57666625291006,8,62,1.8543341
925,0.1181574174965548,290.4541810544315,8,63,0.0
926,0.1175710101632969,290.42344077447274,8,62,1.46202
927,0.1088538056523938,289.3459364898215,8,107,2.4669254
928,0.1120413799048815,289.61359697189465,7,71,0.0
929,0.1223977957587475,291.18578689557125,5,34,0.0
930,0.123269846828273,290.7813465587625,8,62,2.4291267
931,0.1108155256213122,289.3324605885557,8,87,3.7047918
932,0.1173248925170466,290.4201879633452,8,64,3.8729298
933,0.1222639356325875,290.7164076190264,8,50,6.5604024
934,0.1185548517117603,290.4946897572245,8,64,2.9219148
935,0.1247176289994624,290.9342068784923,8,56,1.1194896
936,0.1158671965419116,290.33144864962605,8,60,2.266122
937,0.1242947348753509,290.98187682602014,7,50,1.1184605
938,0.1127754356543581,290.1394880565541,8,127,3.8752463
939,0.123343987807798,291.148280617547,1,40,0.0
940,0.1219990411335971,290.73597649346755,8,52,0.0
941,0.1164101810959013,290.3543826139055,8,62,0.92740995
942,0.1112845307932464,289.35022182194143,8,104,1.4731556
943,0.1125645055033229,289.9262595848153,7,63,2.2806377
944,0.1220609890112535,290.85947779423014,7,48,2.1666672
945,0.1190195902016715,290.5034799331513,8,68,5.921649
946,0.1095062839472299,289.5515868219949,8,104,2.464547
947,0.1181420336045519,290.47362204084794,8,71,2.9228935
948,0.1255173896603158,291.0205428545528,8,51,1.4520935
949,0.1222211197257571,290.70400833500133,8,54,1.8543341
950,0.1128534120031784,290.16276577277097,8,61,2.1750183
951,0.117372300877632,290.4204793777591,8,62,0.0
952,0.1107228980775647,290.0073236621665,8,168,5.661754
953,0.1173078807684175,290.4170367144517,8,63,1.4631331
954,0.1227439715953754,290.85234770638,8,45,0.0
955,0.1261635118427454,291.1487676749934,8,47,1.1146107
956,0.1102865407398681,289.38225840251005,8,76,2.1784282
957,0.1218336577978175,290.6922846925075,8,56,0.92740995
958,0.1264516389620739,291.1032001376984,8,62,1.1156827
959,0.1186659978741904,290.5075673939739,7,62,1.1301879
960,0.1087172733270467,289.32863739105164,8,126,4.925003
961,0.1256089960953053,291.12752676408746,8,44,2.8984952
962,0.1248627551223457,291.1050484016462,8,46,1.4505141
963,0.1225452862348914,290.7728318186445,7,46,0.0
964,0.1238020187258119,290.85358482869407,8,59,2.2422307
965,0.1212143352593704,291.3732954117788,8,34,1.4447758
966,0.1246190068196372,291.05935741659965,4,44,0.0
967,0.1242502075983211,290.8864559456078,8,59,2.2401297
968,0.1219444236244216,291.0708952452012,8,41,0.92740995
969,0.1095162650445526,289.67126239320856,7,246,0.92740995
970,0.1198775110559749,290.57881441813583,8,66,0.0
971,0.1137557531674917,290.19189052255626,8,63,0.92740995
972,0.1103435738062146,289.9461903625141,8,161,1.4690813
973,0.1117685182607466,289.7447058076418,5,71,8.949636
974,0.1186608778170209,290.4924052338889,8,55,1.8543341
975,0.1243959667393932,291.19568522508746,8,43,1.4487306
976,0.1251131859357416,291.0542499170037,6,48,0.0
977,0.1186251201079132,290.5091401207754,7,59,1.4619197
978,0.1136011347904747,290.185644571805,7,68,2.4511335
979,0.1162168938045216,290.3441749845446,8,70,0.92740995
980,0.1127184946616802,289.9678963188646,9,64,0.92740995
981,0.1105540138771948,289.9868982854626,8,195,5.970474
982,0.1161494772760495,290.3494062303124,8,64,3.0017252
983,0.121993719741905,290.6596218570482,8,63,1.1261047
984,0.1256236968708479,291.13692671632646,8,46,2.163252
985,0.1219716805117053,290.7758748577155,4,46,4.3294263
986,0.108884702619978,289.4292697389305,8,117,5.986803
987,0.1234880246712915,290.8313407205817,8,62,0.0
988,0.1229619147472243,290.9422866467288,7,46,1.1193428
989,0.1252860531820142,290.9887514522932,8,52,1.1182595
990,0.1188589789442222,290.5219820699893,6,59,2.9213676
991,0.1276470739775474,291.17385428231427,8,63,0.0
992,0.1147121489517589,290.2681708021676,8,64,3.7047918
993,0.1077729655166732,289.0322930948583,8,205,1.8543341
994,0.1208981426453909,290.61056971207887,8,50,2.1696873
995,0.1226783433044852,290.7193687546165,8,63,0.92740995
996,0.1126189231324749,289.8972650980885,7,65,0.92740995
997,0.1138519764041969,290.21914411248804,8,58,2.1743145
998,0.1225836854519993,290.9688139311762,7,45,1.4529305
999,0.1124713175168597,290.1422512445085,8,66,2.9335198
1000,0.1187040641870343,290.4968179585898,8,71,2.1704438
1001,0.1250704342397161,290.9712035561569,7,53,1.1186652
1002,0.1218728682413535,290.9231558005892,4,46,3.4811363
1003,0.1258334310123249,291.2371445811569,8,41,1.4481399
1004,0.1131680815160051,290.17913604279346,8,68,0.92740995
1005,0.1210952003931696,290.66653988002645,8,56,1.1264921
1006,0.1227685141994283,290.95311856738425,5,47,0.92740995
1007,0.1126047636392832,290.1478071707428,8,66,3.5337799
1008,0.12667935026943,291.24168758501565,8,43,1.4481729
1009,0.1202026749478616,290.59217113299644,8,59,1.1280062
1010,0.1082808131582825,289.19270777853023,8,203,5.3423204
1011,0.1108975771338214,289.2544204564606,8,101,2.470141
1012,0.1250941477765125,290.999621581876,8,49,0.92740995
1013,0.1212987331526766,290.65076224277897,5,60,1.8543341
1014,0.1204109123650244,290.5973287794523,8,67,6.464861
1015,0.1121232270331221,290.09525403653174,7,91,7.46403
1016,0.1096831419144207,289.143845719103,4,76,0.92740995
1017,0.1147400780498024,290.25815227259113,8,64,0.92740995
1018,0.11098453471838,289.73350464142766,4,68,1.4706748
1019,0.123607624330461,290.90092916661894,8,60,2.4239833
1020,0.1163838160307854,290.3541426704051,8,70,4.3376184
1021,0.11964422997693,290.5630466282197,8,65,1.1287682
1022,0.1221376455581469,290.84865441766215,7,47,0.92740995
1023,0.1162285914528905,290.35194705355207,8,59,2.4473855
1024,0.1102435870782126,289.92207581812147,8,148,0.92740995
1025,0.1203218702340581,290.5998486369851,8,58,2.1699755
1026,0.1087947727172271,289.38728367787405,8,98,3.7047918
1027,0.1132817717664208,290.1833562890873,8,69,1.4676944
1028,0.1172190680638622,290.41663201938286,8,66,3.5828989
1029,0.1219160830212625,290.7470119204427,8,51,1.4573967
1030,0.1114308746532865,289.6829660379784,8,76,0.92740995
1031,0.1224944324104633,291.35678773597186,4,34,0.0
1032,0.1171526003289379,290.3965900123907,8,63,1.8543341
1033,0.1127801131260929,289.9726011286783,7,62,1.4698166
1034,0.1163069744537099,290.35865627663753,8,65,1.4641062
1035,0.1212151071216888,290.63405570175536,8,52,2.4358475
1036,0.1129226663826773,290.14101990909813,7,99,8.634654
1037,0.1234247336364664,290.84945788259535,8,61,2.9973607
1038,0.1158906914771313,290.3245625144966,8,71,2.7802885
1039,0.1125107105387575,290.1409374958454,8,63,1.8543341
1040,0.1103801029670464,289.4952972004104,5,69,2.9418764
1041,0.122987859612938,291.06690591774185,5,41,1.4510428
1042,0.1250105382814776,291.1635269585435,4,42,1.4494226
1043,0.1185586002062799,290.49933665752644,8,59,0.0
1044,0.1246842562531056,291.0669854195759,8,45,0.0
1045,0.1084128172753606,289.3249335800658,8,182,7.46499
1046,0.1088806225273395,289.38418555329446,8,152,5.7726707
1047,0.1224886526423089,290.7516342551649,8,51,2.1680603
1048,0.1110358771553279,289.8689479609053,8,72,0.0
1049,0.1227640994485485,290.9742799960967,8,41,0.92740995
1050,0.1250143657896148,291.0849354661217,8,45,1.4509091
1051,0.1232321361928506,290.77670413680295,8,60,0.0
1052,0.1208348664934388,290.6345018540679,8,62,1.4594367
1053,0.1130370840561063,290.1718069767187,8,66,1.46757
1054,0.1208248310505658,290.62534202571027,5,63,2.251618
1055,0.1195602610138703,290.54820044682754,8,57,3.5074446
1056,0.110327775556566,289.7873933371639,7,65,2.938345
1057,0.1222815002528993,291.12951499498934,5,41,2.7802885
1058,0.1212444696156321,290.6385689819932,8,52,1.1267596
1059,0.1248141592867644,290.9439669576274,8,52,0.0
1060,0.1272690917142164,291.161814582282,8,57,0.0
1061,0.1249197694310322,291.0812643415515,8,45,2.7802885
1062,0.1241543665047846,290.88317598244043,8,56,2.424466
1063,0.107796628800114,288.95813608902256,8,153,7.0872626
1064,0.1233111795951466,290.7890076213629,8,57,1.4563649
1065,0.1204178043891103,290.61027071294035,8,61,2.4373958
1066,0.1228707074695382,290.7185424038146,8,64,1.1247882
1067,0.1223304555919706,290.7114843629241,8,51,2.998672
1068,0.1196561834093637,290.5612625435893,8,60,1.1287568
1069,0.1097415319661859,289.62021119813625,8,84,4.6273675
1070,0.1156643391551394,290.310410125665,8,74,2.2636209
1071,0.1205629374534737,290.6161995413079,8,62,2.1697931
1072,0.1226434494655365,290.8352578908112,8,47,2.4270163
1073,0.1110206176417156,289.3548809167216,8,99,12.936255
1074,0.1241701189225697,291.23013236046535,8,40,1.4480385
1075,0.1250243759137207,291.0891423201939,8,44,0.0
1076,0.1219727141740006,290.76943303184066,8,49,2.1678963
1077,0.1259557893787903,291.0791299220958,8,54,2.4162805
1078,0.121827834420802,290.7015438549096,8,59,3.8472402
1079,0.112277778396383,289.6534508583551,7,66,1.4716263
1080,0.1080642794475477,289.1068646423486,8,201,1.4734085
1081,0.1206711210371083,290.6157815151072,8,53,1.4596844
1082,0.1232889407049932,291.20937580661064,8,36,1.4483129
1083,0.1241203035060948,290.88041174212447,8,54,2.166301
1084,0.1183458213699351,290.48510056415125,8,69,1.1306118
1085,0.1241924419301581,290.950021558565,8,53,1.4533842
1086,0.1229970086596855,290.7425926495211,8,62,2.4310327
1087,0.1242185099019522,291.1716778240158,5,41,0.92740995
1088,0.1237556571733161,291.1052544016548,8,43,1.1153286
1089,0.1216229082104325,290.644781081656,8,70,4.3688583
1090,0.1108730938346504,290.0081777881956,7,166,1.8543341
1091,0.1220443724670499,290.739892353253,8,52,1.1245787
1092,0.1220565030932053,290.71784591897745,5,56,3.8707006
1093,0.123047839331985,290.7824785387237,8,54,1.123288
1094,0.1181816636164573,290.4705493179978,8,61,2.443121
1095,0.1131875982454701,290.1764331153115,8,72,0.92740995
1096,0.1227383578109442,290.7787165059666,8,62,1.8543341
1097,0.1137106935437032,290.2085911629199,8,72,2.7802885
1098,0.1254746175387321,291.13542144167985,8,41,2.7802885
1099,0.1242707044450371,290.89126777999195,5,55,2.4240446
1100,0.1182932347406139,290.4720549479494,8,62,2.2602062
1101,0.1218749346720293,290.7819548243376,4,51,2.246167
1102,0.1117553694021818,289.64587530522283,8,98,2.177695
1103,0.1105564133174419,289.87421528950733,7,64,0.92740995
1104,0.1143273682567393,288.8727369529206,7,77,2.7802885
1105,0.1117676400919532,289.85243243567743,8,74,0.0
1106,0.109305749378116,289.5871326775831,8,80,2.2827463
1107,0.1220487043332978,290.798816090665,7,49,3.5714424
1108,0.1219230042454453,290.960913815965,4,43,1.1187897
1109,0.1190403289180047,290.5220461757653,8,59,3.000335
1110,0.11891235310643,290.5168793104464,8,66,5.1449084
1111,0.1225692266171869,290.7602743986545,7,60,1.4564595
1112,0.1177790213575567,290.4500385996272,8,64,1.8543341
1113,0.1112855941421231,290.0562296308405,7,136,7.2960896
1114,0.1186675326720149,290.5119311647279,7,56,2.2595885
1115,0.1257383849163534,291.19156163742593,8,45,1.4489866
1116,0.117498677900443,290.4336932310437,8,62,0.0
1117,0.1223072968946817,290.7076679906155,8,53,0.92740995
1118,0.1087325446721805,288.807334292606,7,75,0.0
1119,0.1245392138538864,291.1745655184855,8,40,2.7802885
1120,0.1149787358262893,290.2682823226875,7,60,1.4642704
1121,0.1224955255918703,290.7247123458942,8,49,1.1247844
1122,0.12581131805036,291.04547510670574,8,50,0.0
1123,0.1227646672098531,290.7593454461554,8,58,2.1679308
1124,0.1097309890478157,289.3965711118977,9,76,2.4669623
1125,0.1259324371223321,291.0501818638119,8,51,0.92740995
1126,0.1228575796368305,290.8823450815602,7,46,1.1208543
1127,0.1089967714384107,289.3510931128601,8,126,1.1436647
1128,0.1200153986793882,290.57985550843745,8,58,1.4603564
1129,0.1206996070616824,290.59219335570486,8,61,2.437235
1130,0.1190685436682556,290.52213348471395,8,60,2.9208033
1131,0.119183997353619,290.53230074103715,5,62,0.0
1132,0.1229584394626532,290.78454936339847,1,56,1.4561013
1133,0.110925402871706,290.0490529419445,7,235,7.1555014
1134,0.1104946088628845,289.9882495798952,8,161,2.2777412
1135,0.1122701632033747,290.1274965037816,8,182,1.137314
1136,0.1119887863628627,289.6460493080017,8,69,1.1427461
1137,0.1120518393942029,289.6738105035743,8,68,1.1425548
1138,0.1117624187339247,289.93878158833087,8,72,0.92740995
1139,0.1177649756935903,290.4458483532395,8,61,1.1313196
1140,0.1230608863245988,290.7926153850284,8,52,2.428866
1141,0.1195204655558725,290.5544374096876,8,64,0.92740995
1142,0.1264235858884653,291.0628700605923,8,70,1.8543341
1143,0.122003625919709,290.7328596708191,5,53,0.92740995
1144,0.1177049231650226,290.4358035713756,8,70,0.92740995
1145,0.124657437302548,290.9548538947859,8,53,4.4679966
1146,0.1220194578352423,290.83954974025187,8,50,0.0
1147,0.1133255389915219,290.1836747531568,8,127,1.1380428
1148,0.1198659874982002,290.5751275246551,8,65,1.8543341
1149,0.1233663006336184,291.0755130074376,5,43,0.92740995
1150,0.1121599894638275,289.76302146704705,8,67,3.544915
1151,0.110711241234429,290.00094174720283,7,74,3.881071
1152,0.122108625712787,290.85984046132086,4,48,1.8543341
1153,0.1220366919346145,290.8397841250554,8,51,0.0
1154,0.1220115168472955,291.0667771596188,8,41,2.2312574
1155,0.1192781006805455,290.53068406862,8,57,2.9203632
1156,0.124851283529994,290.9468403001593,8,54,1.4533645
1157,0.1223072615117242,290.8821564775782,8,47,1.1192108
1158,0.1172632364788316,290.42205596987014,8,59,3.8647459
1159,0.1221048415271275,290.79267843580703,8,50,2.2455127
1160,0.1148059644999174,290.26089340626515,8,65,1.4646978
1161,0.1219700264231418,291.1994735246288,8,34,1.1126406
1162,0.1127465619020995,290.14940520833693,8,74,2.1745527
1163,0.1244949921064362,291.1980639334792,8,42,0.0
1164,0.118776374255313,290.5028202830328,8,69,1.8543341
1165,0.1240821937705526,290.87802721716287,5,54,2.9073758
1166,0.1135871815747464,290.20447455899995,8,62,2.174343
1167,0.1185542264168636,290.48142252965965,8,68,1.1292697
1168,0.1124932987642716,289.98430491751554,8,63,1.4696509
1169,0.122393531469535,290.7228519975491,8,52,3.8454247
1170,0.1231917392594508,291.2101813070128,8,38,0.0
1171,0.1127053635568139,289.93768122174106,7,63,1.470007
1172,0.1220617934016376,291.2034112518311,8,36,1.8543341
1173,0.1259650383241135,291.1614419034026,8,46,1.4495801
1174,0.1216942227831488,290.69475090722005,5,61,3.3706348
1175,0.1121527491472711,289.81008819122457,8,66,2.462994
1176,0.1115358111746817,289.259714424262,8,80,0.0
1177,0.1129661816024476,290.15974478789514,8,63,2.1757114
1178,0.1272510864610513,291.164945833837,8,57,0.0
1179,0.1233649654493566,291.0888732085229,8,42,2.23052
1180,0.1161924143576076,290.3576619139289,8,59,0.92740995
1181,0.1203475776443263,290.59315194192504,8,54,1.4600406
1182,0.1245085437194006,291.22358458170527,8,41,2.8945744
1183,0.1249414544356113,291.11490385253035,8,44,2.2296898
1184,0.1231698570111423,291.2222745214289,8,42,1.4480467
1185,0.1107790171888431,290.0328650676712,8,181,4.6394606
1186,0.119167142925178,290.5298528902477,8,68,2.4379828
1187,0.1223073621160604,291.2103988503214,8,37,1.4481536
1188,0.1226970583654254,290.84085310994664,7,46,1.1219
1189,0.118016523461214,290.4519377755448,8,71,2.441231
1190,0.1091897085256163,289.4826343786676,8,105,5.3362737
1191,0.1230881651099609,290.82188718695744,8,47,1.455781
1192,0.1101750027916086,289.9032655663515,7,169,4.9104505
1193,0.1218428309526848,290.8383338040393,4,48,2.16696
1194,0.1256179192037612,291.0199350543223,8,53,1.4520963
1195,0.107578011887459,288.96542396445074,8,201,4.414314
1196,0.1174789230766385,290.43450561394815,8,59,1.4631568
1197,0.1244610555151338,291.1696873842519,8,43,2.4118695
1198,0.1221647728664755,290.741462928935,8,50,0.0
1199,0.1221002851346002,290.79533901583585,8,50,3.490778
1200,0.111645983777784,290.0957357394672,7,68,1.4686047
1201,0.1114409170469268,289.4443437159659,7,89,2.4677997
1202,0.1213322257500366,290.64938914198177,8,52,3.5007372
1203,0.1236561323770582,290.8606579895806,8,60,1.4550394
1204,0.1117145601088014,290.09890057046334,8,66,2.7802885
1205,0.1226535586741468,290.8400891081501,8,47,3.8377173
1206,0.1180749171308072,290.4728957043354,8,61,1.8543341
1207,0.1184119569155818,290.48942672308647,7,68,1.4620968
1208,0.1251606086555511,291.07353013258586,8,46,2.2317789
1209,0.1083383132003452,289.2802016557756,8,178,5.9905257
1210,0.1232481768643347,291.21734654566427,4,34,3.8128934
1211,0.1211913904952068,290.642306459164,8,54,2.252626
1212,0.1202258656788567,290.59370440159233,8,59,3.5047657
1213,0.1127459291403641,290.0999221786625,8,63,2.2780561
1214,0.1202387378250384,290.567802251083,8,61,2.9181757
1215,0.122302672243924,290.74339116659377,8,49,0.92740995
1216,0.1189136528766451,290.5037208112701,8,58,1.1297227
1217,0.1259239095568544,291.1894301620462,8,43,0.92740995
1218,0.1188286771113273,290.49692194310035,8,56,0.92740995
1219,0.122479848760697,290.7265038461109,8,49,0.92740995
1220,0.1146698277479287,290.265736637591,8,65,2.92997
1221,0.1244239769058211,291.20063390972405,5,41,0.0
1222,0.1211202805298491,290.6335434909751,8,53,1.459294
1223,0.1187349875140386,290.4943148403893,8,57,0.92740995
1224,0.1225094573219338,290.7560219054577,8,50,1.4570829
1225,0.1127429968784879,289.97403252442507,7,65,0.92740995
1226,0.1169449135180858,290.3904824572947,8,55,3.582841
1227,0.1243808030673074,291.19473980003823,8,43,2.162413
1228,0.1101965664990918,289.8772123114499,8,204,5.033243
1229,0.1166496011256075,290.3828713031124,8,69,1.132972
1230,0.1120579239336324,289.8701714934832,8,75,1.8543341
1231,0.1116411175252095,290.0990031899398,8,124,1.4680715
1232,0.1154032051764781,290.3092660012056,8,123,3.0023403
1233,0.1166658311489958,290.38524877878865,8,107,0.0
1234,0.1102017240529106,289.85825864612235,7,174,2.9373398
1235,0.1173209268742928,290.42082247206326,8,61,1.1319525
1236,0.110598212999247,290.0128374107718,8,183,5.153125
1237,0.1222581543488443,291.1351005391067,8,37,1.1143371
1238,0.1265026465276501,291.2027883113218,8,46,3.8153327
1239,0.12508648453502,291.0159018366711,8,49,2.4190023
1240,0.1247584341094323,291.0903553355587,8,46,0.92740995
1241,0.1240725630587339,290.8764743809264,6,56,1.1208543
1242,0.1228726236602988,290.7196278106199,8,63,0.92740995
1243,0.1097877499227464,289.8028869036912,8,217,1.1402602
1244,0.1112640155521988,289.7986872022084,8,72,0.92740995
1245,0.1118571148755561,289.38270502134685,8,72,2.1788385
1246,0.1193039810878124,290.5395818342396,8,60,1.129247
1247,0.1227602785561919,290.7526838301952,8,57,0.92740995
1248,0.1233061996537886,290.8173347943532,8,69,5.8875256
1249,0.1114213923588966,290.0165140264179,8,69,0.92740995
1250,0.1209019316576673,290.6126433930396,8,55,2.1696754
1251,0.1162902700963346,290.34753121481543,8,59,3.0012197
1252,0.1227932565829385,290.7469948868923,8,62,1.4571923
1253,0.1223860720920531,290.7661821693616,7,46,3.4927638
1254,0.1188035417165969,290.5083184055312,8,61,1.4616367
1255,0.1166390051341458,290.38190090446307,8,63,3.5191522
1256,0.1172990570577526,290.41749749496546,8,63,2.445231
1257,0.1107132864938593,289.387056030663,8,76,1.4727006
1258,0.1229631687297914,290.7340755834722,8,62,1.1243694
1259,0.1088789755351771,289.34946373986804,8,115,0.92740995
1260,0.120098605049869,290.5835189195289,8,57,2.9186542
1261,0.1123877807270368,289.8309258026174,7,64,2.4628766
1262,0.1078780342720275,289.06202255273394,8,207,1.1453258
1263,0.1215521425212117,291.4482861061557,1,32,1.444574
1264,0.1139484250374114,290.22456162515294,8,60,3.587816
1265,0.1198164952278128,290.57493478634285,8,63,1.1285177
1266,0.1229687579822416,290.91719280582373,7,47,4.565785
1267,0.1253920253123379,291.1041419885878,8,45,1.1155959
1268,0.1259561415800584,291.13987187980536,8,47,1.4499842
1269,0.1122313385330423,289.6972434792612,7,67,0.92740995
1270,0.1225429849904957,290.73776114111564,8,58,1.8543341
1271,0.1203734310750472,290.6063538932725,8,67,1.1277375
1272,0.1255344960296147,291.13536728294577,8,42,0.92740995
1273,0.1140547090745154,290.2305408172169,7,63,2.2708938
1274,0.123611794037744,290.8682826040301,8,57,2.1665375
1275,0.124663338651287,291.06673225280633,8,45,1.1164143
1276,0.110482783209762,289.6903614390311,8,72,2.9395926
1277,0.110027344928752,289.4515061456996,7,74,2.942149
1278,0.1120479007692084,289.718921330792,8,68,0.92740995
1279,0.1161125198732667,290.33710307281984,4,54,1.132356
1280,0.1170804751176815,290.40637905741323,8,63,1.1322676
1281,0.1169868415286733,290.4077999466648,4,59,0.0
1282,0.1219099229139263,290.7075047570446,5,61,2.9129217
1283,0.1125423374591876,289.9805162986247,7,64,1.4696908
1284,0.1219826216823818,290.78276896278885,7,50,1.4566518
1285,0.1097602929421171,289.7069597597763,7,103,2.7802885
1286,0.1110151048511121,290.0649863191088,8,223,3.4134936
1287,0.1249104453651109,290.96207784562563,8,53,0.92740995
1288,0.1099882400793552,289.3032880389578,5,73,2.2881317
1289,0.1147322058395098,290.2672048750497,5,66,1.8543341
1290,0.1238182210162417,290.847171224715,5,53,0.0
1291,0.1104820429741405,289.5230213980216,5,71,0.92740995
1292,0.1255139812228759,291.206845830114,8,42,2.4105072
1293,0.1103802829476761,289.95814335498017,8,171,5.9707522
1294,0.1225736214817223,291.14566055383887,7,40,1.1141213
1295,0.1249032627383483,291.0694313150464,5,45,0.92740995
1296,0.112105855310373,289.7817484554154,8,68,3.5444102
1297,0.12090523675206,290.6427099289154,8,70,2.169509
